transfer_id,event_ts_utc,site_id,workflow,record_count,duration_seconds,status,retry_count,validation_error_count
T-00558,2026-07-01T18:00:00+00:00,SITE-06,EHR_TO_EDC,3976,186,success,0,7
T-00559,2026-07-02T08:00:00+00:00,SITE-01,EHR_TO_EDC,3088,237,success,0,12
T-00560,2026-07-02T13:00:00+00:00,SITE-01,EHR_TO_EDC,3968,185,success,0,8
T-00561,2026-07-02T18:00:00+00:00,SITE-01,EHR_TO_EDC,1498,158,success,0,3
T-00562,2026-07-02T08:00:00+00:00,SITE-02,EHR_TO_EDC,2445,140,success,0,1
T-00563,2026-07-02T13:00:00+00:00,SITE-02,EHR_TO_EDC,996,77,success,0,15
T-00564,2026-07-02T18:00:00+00:00,SITE-02,EHR_TO_EDC,1320,70,success,0,10
T-00565,2026-07-02T08:00:00+00:00,SITE-03,EHR_TO_EDC,4145,275,success,0,10
T-00566,2026-07-02T13:00:00+00:00,SITE-03,EHR_TO_EDC,4494,234,success,0,6
T-00567,2026-07-02T18:00:00+00:00,SITE-03,EHR_TO_EDC,3524,261,success,0,14
T-00568,2026-07-02T08:00:00+00:00,SITE-04,EHR_TO_EDC,3991,219,success,0,4
T-00569,2026-07-02T13:00:00+00:00,SITE-04,EHR_TO_EDC,3506,185,success,0,8
T-00570,2026-07-02T18:00:00+00:00,SITE-04,EHR_TO_EDC,4016,221,success,0,5
T-00571,2026-07-02T08:00:00+00:00,SITE-05,EHR_TO_EDC,1181,129,success,0,15
T-00572,2026-07-02T13:00:00+00:00,SITE-05,EHR_TO_EDC,1942,158,success,0,7
T-00573,2026-07-02T18:00:00+00:00,SITE-05,EHR_TO_EDC,881,125,success,0,0
T-00574,2026-07-02T08:00:00+00:00,SITE-06,EHR_TO_EDC,2796,199,success,0,10
T-00575,2026-07-02T13:00:00+00:00,SITE-06,EHR_TO_EDC,2628,207,success,0,12
T-00576,2026-07-02T18:00:00+00:00,SITE-06,EHR_TO_EDC,3338,255,success,0,2
T-00577,2026-07-03T08:00:00+00:00,SITE-01,EHR_TO_EDC,3432,170,success,0,3
T-00578,2026-07-03T13:00:00+00:00,SITE-01,EHR_TO_EDC,1763,93,success,0,12
T-00579,2026-07-03T18:00:00+00:00,SITE-01,EHR_TO_EDC,1972,101,success,0,5
T-00580,2026-07-03T08:00:00+00:00,SITE-02,EHR_TO_EDC,3200,225,success,0,8
T-00581,2026-07-03T13:00:00+00:00,SITE-02,EHR_TO_EDC,3600,239,success,0,4
T-00582,2026-07-03T18:00:00+00:00,SITE-02,EHR_TO_EDC,3768,262,success,0,1
T-00583,2026-07-03T08:00:00+00:00,SITE-03,EHR_TO_EDC,2486,209,success,0,13
T-00584,2026-07-03T13:00:00+00:00,SITE-03,EHR_TO_EDC,3848,223,success,0,0
T-00585,2026-07-03T18:00:00+00:00,SITE-03,EHR_TO_EDC,3031,161,success,0,15
T-00586,2026-07-03T08:00:00+00:00,SITE-04,EHR_TO_EDC,3317,262,success,0,15
T-00587,2026-07-03T13:00:00+00:00,SITE-04,EHR_TO_EDC,1621,99,success,0,11
T-00588,2026-07-03T18:00:00+00:00,SITE-04,EHR_TO_EDC,860,30,success,0,5
T-00589,2026-07-03T08:00:00+00:00,SITE-05,EHR_TO_EDC,2747,213,success,0,7
T-00590,2026-07-03T13:00:00+00:00,SITE-05,EHR_TO_EDC,1645,134,success,0,3
T-00591,2026-07-03T18:00:00+00:00,SITE-05,EHR_TO_EDC,3544,175,success,0,13
T-00592,2026-07-03T08:00:00+00:00,SITE-06,EHR_TO_EDC,1994,129,success,0,8
T-00593,2026-07-03T13:00:00+00:00,SITE-06,EHR_TO_EDC,3529,179,success,0,0
T-00594,2026-07-03T18:00:00+00:00,SITE-06,EHR_TO_EDC,3353,180,success,0,3
T-00595,2026-07-04T08:00:00+00:00,SITE-01,EHR_TO_EDC,2054,116,success,0,1
T-00596,2026-07-04T13:00:00+00:00,SITE-01,EHR_TO_EDC,4433,209,success,0,9
T-00597,2026-07-04T18:00:00+00:00,SITE-01,EHR_TO_EDC,2882,194,success,0,9
T-00598,2026-07-04T08:00:00+00:00,SITE-02,EHR_TO_EDC,2601,203,success,0,1
T-00599,2026-07-04T13:00:00+00:00,SITE-02,EHR_TO_EDC,2065,87,success,0,8
T-00600,2026-07-04T18:00:00+00:00,SITE-02,EHR_TO_EDC,1590,114,success,0,15
T-00601,2026-07-04T08:00:00+00:00,SITE-03,EHR_TO_EDC,969,30,success,0,3
T-00602,2026-07-04T13:00:00+00:00,SITE-03,EHR_TO_EDC,4232,285,success,0,1
T-00603,2026-07-04T18:00:00+00:00,SITE-03,EHR_TO_EDC,2637,202,success,0,7
T-00604,2026-07-04T08:00:00+00:00,SITE-04,EHR_TO_EDC,1880,89,success,0,11
T-00605,2026-07-04T13:00:00+00:00,SITE-04,EHR_TO_EDC,1688,108,success,0,10
T-00606,2026-07-04T18:00:00+00:00,SITE-04,EHR_TO_EDC,2331,97,success,0,10
T-00607,2026-07-04T08:00:00+00:00,SITE-05,EHR_TO_EDC,913,55,success,0,9
T-00608,2026-07-04T13:00:00+00:00,SITE-05,EHR_TO_EDC,2858,228,success,0,13
T-00609,2026-07-04T18:00:00+00:00,SITE-05,EHR_TO_EDC,1582,99,success,0,7
T-00610,2026-07-04T08:00:00+00:00,SITE-06,EHR_TO_EDC,3934,238,success,0,2
T-00611,2026-07-04T13:00:00+00:00,SITE-06,EHR_TO_EDC,1199,80,success,0,13
T-00612,2026-07-04T18:00:00+00:00,SITE-06,EHR_TO_EDC,2649,194,success,0,13
T-00613,2026-07-05T08:00:00+00:00,SITE-01,EHR_TO_EDC,3822,252,success,0,8
T-00614,2026-07-05T13:00:00+00:00,SITE-01,EHR_TO_EDC,3101,201,success,0,13
T-00615,2026-07-05T18:00:00+00:00,SITE-01,EHR_TO_EDC,750,68,success,0,2
T-00616,2026-07-05T08:00:00+00:00,SITE-02,EHR_TO_EDC,1475,64,success,0,1
T-00617,2026-07-05T13:00:00+00:00,SITE-02,EHR_TO_EDC,3219,157,success,0,5
T-00618,2026-07-05T18:00:00+00:00,SITE-02,EHR_TO_EDC,2958,158,success,0,10
T-00619,2026-07-05T08:00:00+00:00,SITE-03,EHR_TO_EDC,1798,157,success,0,1
T-00620,2026-07-05T13:00:00+00:00,SITE-03,EHR_TO_EDC,3591,166,success,0,14
T-00621,2026-07-05T18:00:00+00:00,SITE-03,EHR_TO_EDC,948,67,success,0,3
T-00622,2026-07-05T08:00:00+00:00,SITE-04,EHR_TO_EDC,2644,130,success,0,8
T-00623,2026-07-05T13:00:00+00:00,SITE-04,EHR_TO_EDC,4339,316,success,0,1
T-00624,2026-07-05T18:00:00+00:00,SITE-04,EHR_TO_EDC,2954,133,success,0,0
T-00625,2026-07-05T08:00:00+00:00,SITE-05,EHR_TO_EDC,1803,1019,success,2,14
T-00626,2026-07-05T13:00:00+00:00,SITE-05,EHR_TO_EDC,4257,1112,success,2,13
T-00627,2026-07-05T18:00:00+00:00,SITE-05,EHR_TO_EDC,2740,1085,success,2,7
T-00628,2026-07-05T08:00:00+00:00,SITE-06,EHR_TO_EDC,2350,194,success,0,7
T-00629,2026-07-05T13:00:00+00:00,SITE-06,EHR_TO_EDC,3490,263,success,0,13
T-00630,2026-07-05T18:00:00+00:00,SITE-06,EHR_TO_EDC,890,30,success,0,4
T-00631,2026-07-06T08:00:00+00:00,SITE-01,EHR_TO_EDC,1704,61,success,0,15
T-00632,2026-07-06T13:00:00+00:00,SITE-01,EHR_TO_EDC,2349,92,success,0,12
T-00633,2026-07-06T18:00:00+00:00,SITE-01,EHR_TO_EDC,998,110,success,0,12
T-00634,2026-07-06T08:00:00+00:00,SITE-02,EHR_TO_EDC,3691,224,success,0,3
T-00635,2026-07-06T13:00:00+00:00,SITE-02,EHR_TO_EDC,1551,77,success,0,15
T-00636,2026-07-06T18:00:00+00:00,SITE-02,EHR_TO_EDC,3107,243,success,0,10
T-00637,2026-07-06T08:00:00+00:00,SITE-03,EHR_TO_EDC,4493,290,success,0,3
T-00638,2026-07-06T13:00:00+00:00,SITE-03,EHR_TO_EDC,2074,113,success,0,0
T-00639,2026-07-06T18:00:00+00:00,SITE-03,EHR_TO_EDC,1604,155,success,0,13
T-00640,2026-07-06T08:00:00+00:00,SITE-04,EHR_TO_EDC,3727,218,success,0,6
T-00641,2026-07-06T13:00:00+00:00,SITE-04,EHR_TO_EDC,1754,61,success,0,2
T-00642,2026-07-06T18:00:00+00:00,SITE-04,EHR_TO_EDC,3600,194,success,0,14
T-00643,2026-07-06T08:00:00+00:00,SITE-05,EHR_TO_EDC,1548,992,success,2,13
T-00644,2026-07-06T13:00:00+00:00,SITE-05,EHR_TO_EDC,1538,1002,success,2,13
T-00645,2026-07-06T18:00:00+00:00,SITE-05,EHR_TO_EDC,1992,997,success,2,0
T-00646,2026-07-06T08:00:00+00:00,SITE-06,EHR_TO_EDC,2384,203,success,0,9
T-00647,2026-07-06T13:00:00+00:00,SITE-06,EHR_TO_EDC,3247,238,success,0,2
T-00648,2026-07-06T18:00:00+00:00,SITE-06,EHR_TO_EDC,2564,196,success,0,15
T-00649,2026-07-07T08:00:00+00:00,SITE-01,EHR_TO_EDC,3262,253,success,0,14
T-00650,2026-07-07T13:00:00+00:00,SITE-01,EHR_TO_EDC,3400,196,success,0,12
T-00651,2026-07-07T18:00:00+00:00,SITE-01,EHR_TO_EDC,4329,285,success,0,2
T-00652,2026-07-07T08:00:00+00:00,SITE-02,EHR_TO_EDC,3734,196,success,0,9
T-00653,2026-07-07T13:00:00+00:00,SITE-02,EHR_TO_EDC,1636,142,success,0,14
T-00654,2026-07-07T18:00:00+00:00,SITE-02,EHR_TO_EDC,2482,124,success,0,9
T-00655,2026-07-07T08:00:00+00:00,SITE-03,EHR_TO_EDC,1625,126,success,0,2
T-00656,2026-07-07T13:00:00+00:00,SITE-03,EHR_TO_EDC,2908,196,success,0,10
T-00657,2026-07-07T18:00:00+00:00,SITE-03,EHR_TO_EDC,3007,218,success,0,12
T-00658,2026-07-07T08:00:00+00:00,SITE-04,EHR_TO_EDC,768,109,success,0,13
T-00659,2026-07-07T13:00:00+00:00,SITE-04,EHR_TO_EDC,2111,175,success,0,13
T-00660,2026-07-07T18:00:00+00:00,SITE-04,EHR_TO_EDC,1762,68,success,0,12
T-00661,2026-07-07T08:00:00+00:00,SITE-05,EHR_TO_EDC,1604,1059,success,2,12
T-00662,2026-07-07T13:00:00+00:00,SITE-05,EHR_TO_EDC,1927,992,success,2,13
T-00663,2026-07-07T18:00:00+00:00,SITE-05,EHR_TO_EDC,944,975,success,2,1
T-00664,2026-07-07T08:00:00+00:00,SITE-06,EHR_TO_EDC,4063,212,success,0,12
T-00665,2026-07-07T13:00:00+00:00,SITE-06,EHR_TO_EDC,972,89,success,0,10
T-00666,2026-07-07T18:00:00+00:00,SITE-06,EHR_TO_EDC,3758,214,success,0,15
T-00667,2026-07-08T08:00:00+00:00,SITE-01,EHR_TO_EDC,1730,88,success,0,13
T-00668,2026-07-08T13:00:00+00:00,SITE-01,EHR_TO_EDC,2929,142,success,0,0
T-00669,2026-07-08T18:00:00+00:00,SITE-01,EHR_TO_EDC,1259,125,success,0,10
T-00670,2026-07-08T08:00:00+00:00,SITE-02,EHR_TO_EDC,4016,276,success,0,0
T-00671,2026-07-08T13:00:00+00:00,SITE-02,EHR_TO_EDC,1824,157,success,0,10
T-00672,2026-07-08T18:00:00+00:00,SITE-02,EHR_TO_EDC,2863,182,success,0,10
T-00673,2026-07-08T08:00:00+00:00,SITE-03,EHR_TO_EDC,1384,154,success,0,15
T-00674,2026-07-08T13:00:00+00:00,SITE-03,EHR_TO_EDC,3416,211,success,0,9
T-00675,2026-07-08T18:00:00+00:00,SITE-03,EHR_TO_EDC,4411,308,success,0,13
T-00676,2026-07-08T08:00:00+00:00,SITE-04,EHR_TO_EDC,3468,170,success,0,3
T-00677,2026-07-08T13:00:00+00:00,SITE-04,EHR_TO_EDC,3181,142,success,0,14
T-00678,2026-07-08T18:00:00+00:00,SITE-04,EHR_TO_EDC,2595,171,success,0,14
T-00679,2026-07-08T08:00:00+00:00,SITE-05,EHR_TO_EDC,3032,130,success,0,9
T-00680,2026-07-08T13:00:00+00:00,SITE-05,EHR_TO_EDC,2144,134,success,0,1
T-00681,2026-07-08T18:00:00+00:00,SITE-05,EHR_TO_EDC,1008,30,success,0,9
T-00682,2026-07-08T08:00:00+00:00,SITE-06,EHR_TO_EDC,2936,211,success,0,5
T-00683,2026-07-08T13:00:00+00:00,SITE-06,EHR_TO_EDC,3527,201,success,0,6
T-00684,2026-07-08T18:00:00+00:00,SITE-06,EHR_TO_EDC,2257,175,success,0,8
T-00685,2026-07-09T08:00:00+00:00,SITE-01,EHR_TO_EDC,1299,77,success,0,0
T-00686,2026-07-09T13:00:00+00:00,SITE-01,EHR_TO_EDC,2909,168,success,0,12
T-00687,2026-07-09T18:00:00+00:00,SITE-01,EHR_TO_EDC,3392,199,success,0,4
T-00688,2026-07-09T08:00:00+00:00,SITE-02,EHR_TO_EDC,3928,217,success,0,7
T-00689,2026-07-09T13:00:00+00:00,SITE-02,EHR_TO_EDC,1546,67,success,0,0
T-00690,2026-07-09T18:00:00+00:00,SITE-02,EHR_TO_EDC,1182,141,success,0,2
T-00691,2026-07-09T08:00:00+00:00,SITE-03,EHR_TO_EDC,3309,244,success,0,0
T-00692,2026-07-09T13:00:00+00:00,SITE-03,EHR_TO_EDC,3726,191,success,0,8
T-00693,2026-07-09T18:00:00+00:00,SITE-03,EHR_TO_EDC,785,65,success,0,1
T-00694,2026-07-09T08:00:00+00:00,SITE-04,EHR_TO_EDC,3548,231,success,0,0
T-00695,2026-07-09T13:00:00+00:00,SITE-04,EHR_TO_EDC,3426,254,success,0,9
T-00696,2026-07-09T18:00:00+00:00,SITE-04,EHR_TO_EDC,4220,236,success,0,6
T-00697,2026-07-09T08:00:00+00:00,SITE-05,EHR_TO_EDC,3258,231,success,0,11
T-00698,2026-07-09T13:00:00+00:00,SITE-05,EHR_TO_EDC,3564,199,success,0,10
T-00699,2026-07-09T18:00:00+00:00,SITE-05,EHR_TO_EDC,4024,295,success,0,6
T-00700,2026-07-09T08:00:00+00:00,SITE-06,EHR_TO_EDC,4164,251,success,0,10
T-00701,2026-07-09T13:00:00+00:00,SITE-06,EHR_TO_EDC,813,61,success,0,9
T-00702,2026-07-09T18:00:00+00:00,SITE-06,EHR_TO_EDC,3195,201,success,0,11
T-00703,2026-07-10T08:00:00+00:00,SITE-01,EHR_TO_EDC,1615,119,success,0,7
T-00704,2026-07-10T13:00:00+00:00,SITE-01,EHR_TO_EDC,3165,214,success,0,10
T-00705,2026-07-10T18:00:00+00:00,SITE-01,EHR_TO_EDC,1315,115,success,0,10
T-00706,2026-07-10T08:00:00+00:00,SITE-02,EHR_TO_EDC,3927,234,success,0,13
T-00707,2026-07-10T13:00:00+00:00,SITE-02,EHR_TO_EDC,1419,143,success,0,5
T-00708,2026-07-10T18:00:00+00:00,SITE-02,EHR_TO_EDC,4449,282,success,0,5
T-00709,2026-07-10T08:00:00+00:00,SITE-03,EHR_TO_EDC,2637,151,success,0,11
T-00710,2026-07-10T13:00:00+00:00,SITE-03,EHR_TO_EDC,1585,146,success,0,10
T-00711,2026-07-10T18:00:00+00:00,SITE-03,EHR_TO_EDC,4272,306,success,0,7
T-00712,2026-07-10T08:00:00+00:00,SITE-04,EHR_TO_EDC,2662,153,success,0,1
T-00713,2026-07-10T13:00:00+00:00,SITE-04,EHR_TO_EDC,1636,113,success,0,1
T-00714,2026-07-10T18:00:00+00:00,SITE-04,EHR_TO_EDC,4182,281,success,0,2
T-00715,2026-07-10T08:00:00+00:00,SITE-05,EHR_TO_EDC,3840,280,success,0,0
T-00716,2026-07-10T13:00:00+00:00,SITE-05,EHR_TO_EDC,1090,61,success,0,1
T-00717,2026-07-10T18:00:00+00:00,SITE-05,EHR_TO_EDC,3130,178,success,0,15
T-00718,2026-07-10T08:00:00+00:00,SITE-06,EHR_TO_EDC,3158,203,success,0,12
T-00719,2026-07-10T13:00:00+00:00,SITE-06,EHR_TO_EDC,956,114,success,0,3
T-00720,2026-07-10T18:00:00+00:00,SITE-06,EHR_TO_EDC,2410,95,success,0,5
T-00721,2026-07-11T08:00:00+00:00,SITE-01,EHR_TO_EDC,2968,158,success,0,1
T-00722,2026-07-11T13:00:00+00:00,SITE-01,EHR_TO_EDC,3432,169,success,0,10
T-00723,2026-07-11T18:00:00+00:00,SITE-01,EHR_TO_EDC,920,70,success,0,9
T-00724,2026-07-11T08:00:00+00:00,SITE-02,EHR_TO_EDC,1605,120,success,0,0
T-00725,2026-07-11T13:00:00+00:00,SITE-02,EHR_TO_EDC,2157,110,success,0,11
T-00726,2026-07-11T18:00:00+00:00,SITE-02,EHR_TO_EDC,714,30,success,0,9
T-00727,2026-07-11T08:00:00+00:00,SITE-03,EHR_TO_EDC,1927,100,success,0,0
T-00728,2026-07-11T13:00:00+00:00,SITE-03,EHR_TO_EDC,766,48,success,0,9
T-00729,2026-07-11T18:00:00+00:00,SITE-03,EHR_TO_EDC,2405,168,success,0,5
T-00730,2026-07-11T08:00:00+00:00,SITE-04,EHR_TO_EDC,1800,82,success,0,3
T-00731,2026-07-11T13:00:00+00:00,SITE-04,EHR_TO_EDC,1365,143,success,0,3
T-00732,2026-07-11T18:00:00+00:00,SITE-04,EHR_TO_EDC,2621,191,success,0,6
T-00733,2026-07-11T08:00:00+00:00,SITE-05,EHR_TO_EDC,1977,138,success,0,14
T-00734,2026-07-11T13:00:00+00:00,SITE-05,EHR_TO_EDC,3535,247,success,0,7
T-00735,2026-07-11T18:00:00+00:00,SITE-05,EHR_TO_EDC,2392,196,success,0,12
T-00736,2026-07-11T08:00:00+00:00,SITE-06,EHR_TO_EDC,2183,145,success,0,8
T-00737,2026-07-11T13:00:00+00:00,SITE-06,EHR_TO_EDC,2619,161,success,0,7
T-00738,2026-07-11T18:00:00+00:00,SITE-06,EHR_TO_EDC,1867,65,success,0,9
T-00739,2026-07-12T08:00:00+00:00,SITE-01,EHR_TO_EDC,1933,117,success,0,1
T-00740,2026-07-12T13:00:00+00:00,SITE-01,EHR_TO_EDC,3353,247,success,0,1
T-00741,2026-07-12T18:00:00+00:00,SITE-01,EHR_TO_EDC,3240,198,success,0,9
T-00742,2026-07-12T08:00:00+00:00,SITE-02,EHR_TO_EDC,2837,141,success,0,11
T-00743,2026-07-12T13:00:00+00:00,SITE-02,EHR_TO_EDC,4257,314,success,0,14
T-00744,2026-07-12T18:00:00+00:00,SITE-02,EHR_TO_EDC,3533,203,success,0,14
T-00745,2026-07-12T08:00:00+00:00,SITE-03,EHR_TO_EDC,1070,69,success,0,7
T-00746,2026-07-12T13:00:00+00:00,SITE-03,EHR_TO_EDC,4306,273,success,0,6
T-00747,2026-07-12T18:00:00+00:00,SITE-03,EHR_TO_EDC,1004,30,success,0,7
T-00748,2026-07-12T08:00:00+00:00,SITE-04,EHR_TO_EDC,2888,162,success,0,13
T-00749,2026-07-12T13:00:00+00:00,SITE-04,EHR_TO_EDC,2808,187,success,0,9
T-00750,2026-07-12T18:00:00+00:00,SITE-04,EHR_TO_EDC,859,117,success,0,9
T-00751,2026-07-12T08:00:00+00:00,SITE-05,EHR_TO_EDC,2816,161,success,0,2
T-00752,2026-07-12T13:00:00+00:00,SITE-05,EHR_TO_EDC,2878,133,success,0,0
T-00753,2026-07-12T18:00:00+00:00,SITE-05,EHR_TO_EDC,4248,214,success,0,12
T-00754,2026-07-12T08:00:00+00:00,SITE-06,EHR_TO_EDC,3628,242,success,0,3
T-00755,2026-07-12T13:00:00+00:00,SITE-06,EHR_TO_EDC,2533,171,success,0,13
T-00756,2026-07-12T18:00:00+00:00,SITE-06,EHR_TO_EDC,3122,230,success,0,1
